code,year,month,humedad_media_diaria
C0E1,2019,12,84.8
C077,2019,1,95.7
C077,2019,2,79.3
C077,2019,3,80.8
C077,2019,4,84.3
C077,2019,5,89.5
C077,2019,6,87.7
C077,2019,7,92.2
C077,2019,8,93.0
C077,2019,9,90.6
C077,2019,10,91.7
C077,2019,11,94.8
C077,2019,12,91.2
C080,2019,1,93.0
C080,2019,2,74.9
C080,2019,3,75.5
C080,2019,4,81.2
C080,2019,5,87.8
C080,2019,6,85.4
C080,2019,7,90.9
C080,2019,8,91.6
C080,2019,9,89.6
C080,2019,10,93.4
C080,2019,11,93.2
C080,2019,12,88.8
C0E8,2019,1,91.7
C0E8,2019,2,77.5
C0E8,2019,3,74.4
C0E8,2019,4,77.2
C0E8,2019,5,82.1
C0E8,2019,6,78.7
C0E8,2019,7,83.3
C0E8,2019,8,84.2
C0E8,2019,9,83.0
C0E8,2019,10,86.6
C0E8,2019,11,88.8
C0E8,2019,12,86.5
C023,2019,1,87.9
C023,2019,2,69.3
C023,2019,3,68.9
C023,2019,4,73.3
C023,2019,5,75.4
C023,2019,6,71.7
C023,2019,7,74.7
C023,2019,8,76.2
C023,2019,9,75.6
C023,2019,10,76.2
C023,2019,11,84.5
C023,2019,12,78.6
C084,2019,1,85.4
C084,2019,2,65.3
C084,2019,3,67.6
C084,2019,4,73.5
C084,2019,5,78.0
C084,2019,6,75.9
C084,2019,7,79.9
C084,2019,8,79.3
C084,2019,9,76.7
C084,2019,10,76.9
C084,2019,11,81.2
C084,2019,12,76.7
C0EA,2019,1,91.3
C0EA,2019,2,79.1
C0EA,2019,3,75.9
C0EA,2019,4,79.5
C0EA,2019,5,83.0
C0EA,2019,6,80.5
C0EA,2019,7,85.0
C0EA,2019,8,88.4
C0EA,2019,9,98.7
C0EA,2019,10,88.1
C026,2019,1,63.8
C026,2019,2,50.2
C026,2019,3,58.2
C026,2019,4,75.7
C026,2019,5,83.0
C026,2019,6,76.7
C026,2019,7,82.4
C026,2019,8,84.2
C026,2019,9,81.8
C026,2019,10,81.3
C026,2019,11,86.3
C026,2019,12,83.7
C058,2019,1,88.1
C058,2019,3,70.2
C058,2019,4,75.4
C058,2019,5,79.8
C058,2019,6,75.0
C058,2019,7,80.9
C058,2019,8,82.0
C058,2019,9,79.0
C058,2019,10,77.5
C058,2019,11,84.8
C058,2019,12,74.7
C0F0,2019,1,95.0
C0F0,2019,2,81.5
C0F0,2019,3,78.9
C0F0,2019,4,84.6
C0F0,2019,5,89.4
C0F0,2019,6,88.4
C0F0,2019,7,94.7
C0F0,2019,8,96.9
C0F0,2019,9,94.9
C0F0,2019,10,97.1
C0F0,2019,11,96.9
C0F0,2019,12,91.5
C0F1,2019,1,92.1
C0F1,2019,2,63.6
C0F1,2019,3,72.9
C0F1,2019,4,80.0
C0F1,2019,5,84.9
C0F1,2019,6,76.2
C0F1,2019,7,83.1
C0F1,2019,8,82.9
C0F1,2019,9,79.2
C0F1,2019,10,77.5
C0F1,2019,11,87.5
C0F1,2019,12,73.0
C0E7,2019,1,91.9
C0E7,2019,2,73.4
C0E7,2019,3,71.7
C0E7,2019,4,76.2
C0E7,2019,5,78.9
C0E7,2019,6,72.6
C0E7,2019,7,76.0
C0E7,2019,8,78.8
C0E7,2019,9,77.7
C0E7,2019,10,80.8
C0E7,2019,11,90.2
C0E7,2019,12,86.4
C018,2019,5,78.1
C018,2019,6,79.7
C018,2019,7,82.4
C018,2019,8,79.1
C018,2019,9,76.3
C018,2019,10,73.3
C018,2019,11,76.1
C018,2019,12,73.4
C0DC,2019,1,95.2
C0DC,2019,2,80.7
C0DC,2019,3,80.0
C0DC,2019,4,84.1
C0DC,2019,5,86.9
C0DC,2019,6,84.2
C0DC,2019,7,88.5
C0DC,2019,8,89.2
C0DC,2019,9,86.8
C0DC,2019,11,85.0
C0DC,2019,12,81.3
C071,2019,1,91.6
C071,2019,2,61.0
C071,2019,3,71.0
C071,2019,4,78.9
C071,2019,5,84.9
C071,2019,6,83.0
C071,2019,7,89.6
C071,2019,8,87.2
C071,2019,9,82.2
C071,2019,10,78.6
C071,2019,12,73.1
C0EC,2019,1,89.0
C0EC,2019,2,67.8
C0EC,2019,3,70.5
C0EC,2019,4,76.8
C0EC,2019,5,82.0
C0EC,2019,6,78.7
C0EC,2019,7,83.8
C0EC,2019,8,83.0
C0EC,2019,9,80.4
C0EC,2019,10,79.7
C0EC,2019,11,86.1
C0EC,2019,12,78.1
C0DE,2019,1,98.0
C0DE,2019,3,75.5
C0DE,2019,4,78.3
C0DE,2019,5,82.0
C0DE,2019,6,78.6
C0DE,2019,7,81.9
C0DE,2019,8,84.0
C0DE,2019,9,83.5
C0DE,2019,10,85.4
C0DE,2019,11,88.4
C0DE,2019,12,86.5
C017,2019,1,94.6
C017,2019,2,70.3
C017,2019,3,75.6
C017,2019,4,83.4
C017,2019,5,89.8
C017,2019,6,88.0
C017,2019,7,93.8
C017,2019,8,93.1
C017,2019,9,90.6
C017,2019,10,87.4
C017,2019,11,93.9
C017,2019,12,86.4
C0F4,2019,1,85.4
C0F4,2019,2,69.6
C0F4,2019,3,69.4
C0F4,2019,4,74.5
C0F4,2019,5,79.0
C0F4,2019,6,75.9
C0F4,2019,7,80.7
C0F4,2019,8,81.3
C0F4,2019,9,78.5
C0F4,2019,10,82.0
C0F4,2019,11,85.6
C0F4,2019,12,79.7
C0D1,2019,1,92.2
C0D1,2019,2,77.5
C0D1,2019,3,72.4
C0D1,2019,4,74.9
C0D1,2019,5,78.5
C0D1,2019,6,72.0
C0D1,2019,7,77.3
C0D1,2019,8,78.4
C0D1,2019,9,78.3
C0D1,2019,10,83.9
C0D1,2019,12,96.5
C043,2019,1,98.2
C043,2019,2,82.2
C043,2019,3,76.9
C043,2019,4,81.2
C043,2019,5,86.4
C043,2019,6,82.2
C043,2019,7,86.5
C043,2019,8,89.9
C043,2019,9,88.5
C043,2019,10,87.1
C043,2019,11,97.6
C043,2019,12,96.0
C0D2,2019,1,92.0
C0D2,2019,2,77.4
C0D2,2019,3,72.7
C0D2,2019,4,76.5
C0D2,2019,5,79.5
C0D2,2019,6,72.4
C0D2,2019,7,77.6
C0D2,2019,8,78.7
C0D2,2019,9,79.3
C0D2,2019,10,83.1
C0D2,2019,11,90.3
C0D2,2019,12,87.1
C007,2019,6,77.1
C007,2019,7,81.4
C007,2019,8,79.7
C007,2019,9,77.1
C007,2019,10,74.7
C007,2019,11,79.0
C007,2019,12,70.3
C0D0,2019,1,87.8
C0D0,2019,2,68.5
C0D0,2019,3,70.0
C0D0,2019,4,73.1
C0D0,2019,5,77.1
C0D0,2019,6,71.2
C0D0,2019,7,76.6
C0D0,2019,8,78.8
C0D0,2019,9,79.6
C0D0,2019,10,78.4
C0D0,2019,11,81.5
C0D0,2019,12,78.8
C064,2019,1,83.2
C064,2019,2,63.2
C064,2019,3,68.7
C064,2019,4,75.3
C064,2019,5,81.2
C064,2019,6,81.8
C064,2019,7,85.1
C064,2019,8,83.1
C064,2019,9,79.0
C064,2019,10,75.2
C064,2019,11,77.9
C064,2019,12,72.6
C028,2019,1,87.8
C028,2019,2,63.3
C028,2019,3,68.7
C028,2019,4,74.3
C028,2019,5,77.5
C028,2019,6,73.1
C028,2019,7,77.8
C028,2019,8,81.3
C028,2019,9,78.9
C028,2019,10,76.8
C028,2019,11,86.1
C028,2019,12,77.5
C029,2019,1,88.7
C029,2019,2,66.9
C029,2019,3,71.4
C029,2019,4,76.8
C029,2019,5,83.1
C029,2019,6,80.9
C029,2019,7,86.4
C029,2019,8,86.2
C029,2019,9,82.6
C029,2019,10,79.9
C029,2019,11,83.9
C029,2019,12,78.7
