code,year,month,viento_velocidad_media
C0C3,2017,12,5.0
C066,2017,1,21.0
C066,2017,2,25.7
C066,2017,3,21.6
C066,2017,4,16.0
C066,2017,5,16.3
C066,2017,6,15.5
C066,2017,7,13.6
C066,2017,8,14.7
C066,2017,9,15.1
C066,2017,10,17.3
C066,2017,11,21.8
C066,2017,12,26.2
C022,2017,1,14.6
C022,2017,2,14.1
C022,2017,3,11.6
C022,2017,4,9.2
C022,2017,5,8.4
C022,2017,6,6.5
C022,2017,7,6.7
C022,2017,8,6.8
C022,2017,9,6.1
C022,2017,10,8.5
C022,2017,11,10.2
C022,2017,12,11.2
C037,2017,1,9.4
C037,2017,2,12.4
C037,2017,3,10.0
C037,2017,4,9.2
C037,2017,5,8.7
C037,2017,6,8.8
C037,2017,7,7.7
C037,2017,8,8.3
C037,2017,9,7.4
C037,2017,10,7.8
C037,2017,11,8.3
C037,2017,12,10.7
C023,2017,1,7.2
C023,2017,2,7.4
C023,2017,3,6.8
C023,2017,4,6.5
C023,2017,5,5.8
C023,2017,6,5.5
C023,2017,7,6.3
C023,2017,8,6.1
C023,2017,9,4.8
C023,2017,10,4.1
C023,2017,11,5.3
C023,2017,12,6.5
C026,2017,1,7.2
C026,2017,2,8.4
C026,2017,3,7.4
C026,2017,4,7.0
C026,2017,5,6.4
C026,2017,6,5.6
C026,2017,7,6.1
C026,2017,8,5.4
C026,2017,9,4.3
C026,2017,10,5.5
C026,2017,11,5.9
C026,2017,12,5.5
C058,2017,1,10.7
C058,2017,2,11.8
C058,2017,3,10.8
C058,2017,4,8.5
C058,2017,5,7.9
C058,2017,6,7.0
C058,2017,7,7.7
C058,2017,8,6.6
C058,2017,9,6.4
C058,2017,10,7.5
C058,2017,11,9.2
C058,2017,12,8.9
C018,2017,1,12.6
C018,2017,2,12.4
C018,2017,3,12.4
C018,2017,4,11.2
C018,2017,5,10.4
C018,2017,6,11.8
C018,2017,7,10.5
C018,2017,8,9.9
C018,2017,9,12.1
C018,2017,10,10.4
C018,2017,11,13.6
C018,2017,12,16.0
C071,2017,1,20.9
C071,2017,2,26.0
C071,2017,3,24.1
C071,2017,4,19.7
C071,2017,5,20.8
C071,2017,6,19.8
C071,2017,7,17.2
C071,2017,8,15.5
C071,2017,9,18.7
C071,2017,10,18.1
C071,2017,11,22.6
C071,2017,12,26.5
C0EC,2017,1,7.4
C0EC,2017,2,7.4
C0EC,2017,3,6.8
C0EC,2017,4,6.1
C0EC,2017,5,5.8
C0EC,2017,6,4.8
C0EC,2017,7,5.2
C0EC,2017,8,5.0
C0EC,2017,9,5.1
C0EC,2017,10,5.7
C0EC,2017,11,6.8
C0EC,2017,12,6.9
C017,2017,1,10.8
C017,2017,2,10.9
C017,2017,3,10.9
C017,2017,4,9.4
C017,2017,5,8.0
C017,2017,6,7.6
C017,2017,7,7.5
C017,2017,8,7.1
C017,2017,9,8.4
C017,2017,10,8.6
C017,2017,11,10.4
C017,2017,12,10.6
C043,2017,3,6.7
C043,2017,4,5.7
C043,2017,5,6.1
C043,2017,6,5.4
C043,2017,7,5.5
C043,2017,8,5.2
C043,2017,9,4.1
C043,2017,10,4.1
C043,2017,11,4.9
C043,2017,12,5.5
C007,2017,1,16.4
C007,2017,2,15.4
C007,2017,3,15.4
C007,2017,4,13.7
C007,2017,5,11.2
C007,2017,6,11.9
C007,2017,7,11.0
C007,2017,8,10.9
C007,2017,9,10.9
C007,2017,10,11.7
C007,2017,11,15.6
C007,2017,12,14.3
C064,2017,1,16.6
C064,2017,2,15.8
C064,2017,3,14.7
C064,2017,4,13.5
C064,2017,5,11.3
C064,2017,6,11.4
C064,2017,7,11.1
C064,2017,8,11.1
C064,2017,9,12.2
C064,2017,10,12.0
C064,2017,11,16.5
C064,2017,12,17.2
C028,2017,1,10.6
C028,2017,2,12.4
C028,2017,3,11.5
C028,2017,4,8.6
C028,2017,5,8.9
C028,2017,6,6.5
C028,2017,7,7.0
C028,2017,8,6.4
C028,2017,9,6.3
C028,2017,10,8.0
C028,2017,11,9.0
C028,2017,12,11.1
C029,2017,1,9.8
C029,2017,2,10.7
C029,2017,3,9.4
C029,2017,4,7.1
C029,2017,5,7.2
C029,2017,6,6.2
C029,2017,7,5.8
C029,2017,8,5.2
C029,2017,9,6.5
C029,2017,10,7.4
C029,2017,11,8.7
C029,2017,12,11.3
C056,2018,1,7.7
C056,2018,2,9.1
C056,2018,3,14.4
C056,2018,4,10.0
C056,2018,5,6.7
C056,2018,6,6.1
C056,2018,7,5.9
C056,2018,8,6.2
C056,2018,9,5.5
C056,2018,10,7.1
C056,2018,11,9.1
C056,2018,12,6.3
C035,2018,1,6.3
C035,2018,2,7.0
C035,2018,3,9.6
C035,2018,4,8.4
C035,2018,5,6.6
C035,2018,6,6.4
C035,2018,7,6.7
C035,2018,8,6.0
C035,2018,9,6.2
C035,2018,10,6.8
C035,2018,11,7.0
C035,2018,12,5.6
C016,2018,1,7.8
C016,2018,2,9.8
C016,2018,3,13.7
C016,2018,4,10.5
C016,2018,5,8.5
C016,2018,6,8.1
C016,2018,7,8.3
C016,2018,8,8.4
C016,2018,9,6.8
C016,2018,10,8.7
C016,2018,11,8.6
C016,2018,12,7.2
C025,2018,1,17.1
C025,2018,2,18.9
C025,2018,3,22.9
C025,2018,4,19.5
C025,2018,5,15.0
C025,2018,6,14.0
C025,2018,7,14.0
C025,2018,8,13.8
C025,2018,9,14.9
C025,2018,10,18.8
C025,2018,11,19.3
C025,2018,12,16.3
C034,2018,1,5.5
C034,2018,2,7.0
C034,2018,3,10.1
C034,2018,4,7.2
C034,2018,5,6.0
C034,2018,6,5.5
C034,2018,7,5.3
C034,2018,8,5.8
C034,2018,9,5.3
C034,2018,10,5.6
C034,2018,11,6.9
C034,2018,12,4.3
C0AA,2018,1,7.5
C0AA,2018,2,10.3
C0AA,2018,3,14.8
C0AA,2018,4,11.9
C0AA,2018,5,7.9
C0AA,2018,6,7.7
C0AA,2018,7,7.9
C0AA,2018,8,8.1
C0AA,2018,9,7.5
C0AA,2018,10,10.1
C0AA,2018,11,10.5
C0AA,2018,12,6.5
C067,2018,1,7.2
C067,2018,2,6.2
C067,2018,3,10.8
C067,2018,4,7.5
C067,2018,5,5.4
C067,2018,6,4.7
C067,2018,7,4.4
C067,2018,8,5.6
C067,2018,9,6.3
C067,2018,10,6.4
C067,2018,11,8.8
C067,2018,12,6.7
C040,2018,1,8.7
C040,2018,2,9.2
C040,2018,3,13.8
C040,2018,4,9.8
C040,2018,5,8.4
C040,2018,6,8.3
C040,2018,7,8.6
C040,2018,8,8.4
C040,2018,9,7.4
C040,2018,10,8.7
C040,2018,11,9.4
C040,2018,12,7.9
C048,2018,1,22.8
C048,2018,2,21.6
C048,2018,3,24.6
C048,2018,4,18.0
C048,2018,5,14.0
C048,2018,6,13.3
C048,2018,7,11.9
C048,2018,8,12.8
C048,2018,9,13.2
C048,2018,10,16.8
C048,2018,11,20.2
C048,2018,12,22.4
C068,2018,1,11.6
C068,2018,2,12.8
C068,2018,3,18.5
C068,2018,4,16.6
C068,2018,5,11.0
C068,2018,6,11.6
C068,2018,7,13.6
C068,2018,8,11.9
C068,2018,9,12.7
C068,2018,10,12.4
C068,2018,11,15.7
C068,2018,12,11.4
C024,2018,1,13.8
C024,2018,2,13.9
C024,2018,3,19.9
C024,2018,4,15.5
C024,2018,5,9.8
C024,2018,6,10.5
C024,2018,7,9.0
C024,2018,8,9.4
C024,2018,9,10.1
C024,2018,10,13.0
C024,2018,11,16.1
C024,2018,12,11.5
C00A,2018,1,12.0
C00A,2018,2,12.3
C00A,2018,3,14.3
C00A,2018,4,11.4
C00A,2018,5,8.9
C00A,2018,6,9.2
C00A,2018,7,8.9
C00A,2018,8,10.1
C00A,2018,9,9.8
C00A,2018,10,11.1
C00A,2018,11,10.9
C00A,2018,12,10.6
C047,2018,1,24.7
C047,2018,2,24.3
C047,2018,3,26.4
C047,2018,4,21.2
C047,2018,5,15.9
C047,2018,6,15.9
C047,2018,7,13.8
C047,2018,8,15.6
C047,2018,9,15.5
C047,2018,10,19.8
C047,2018,11,23.9
C047,2018,12,24.7
C031,2018,1,15.8
C031,2018,2,15.0
C031,2018,3,17.8
C031,2018,4,14.9
C031,2018,5,12.2
C031,2018,6,11.7
C031,2018,7,11.1
C031,2018,8,12.9
C031,2018,9,11.1
C031,2018,10,13.8
C031,2018,11,12.4
C031,2018,12,13.0
C041,2018,1,8.9
C041,2018,2,9.7
C041,2018,3,14.7
C041,2018,4,13.0
C041,2018,5,6.8
C041,2018,6,7.0
C041,2018,7,5.7
C041,2018,8,6.1
C041,2018,9,6.8
C041,2018,10,9.1
C041,2018,11,11.6
C041,2018,12,7.5
C060,2018,1,14.6
C060,2018,2,13.9
C060,2018,3,17.2
C060,2018,4,14.7
C060,2018,5,8.5
C060,2018,6,7.9
C060,2018,7,6.4
C060,2018,8,6.6
C060,2018,9,7.4
C060,2018,10,9.8
C060,2018,11,12.5
C060,2018,12,12.2
C021,2018,1,17.3
C021,2018,2,21.4
C021,2018,3,23.1
C021,2018,4,17.4
C021,2018,5,13.3
C021,2018,6,12.2
C021,2018,7,10.8
C021,2018,8,12.1
C021,2018,9,12.2
C021,2018,10,16.3
C021,2018,11,18.5
C021,2018,12,13.6
C030,2018,1,6.7
C030,2018,2,9.2
C030,2018,3,13.8
C030,2018,4,9.9
C030,2018,5,6.8
C030,2018,6,6.6
C030,2018,7,6.9
C030,2018,8,7.3
C030,2018,9,6.6
C030,2018,10,8.1
C030,2018,11,8.4
C030,2018,12,5.5
C051,2018,1,6.2
C051,2018,2,5.7
C051,2018,3,10.4
C051,2018,4,7.4
C051,2018,5,5.6
C051,2018,6,5.4
C051,2018,7,5.5
C051,2018,8,4.8
C051,2018,9,5.3
C051,2018,10,5.5
C051,2018,11,7.6
C051,2018,12,6.3
C00B,2018,1,7.1
C00B,2018,2,7.2
C00B,2018,3,13.6
C00B,2018,4,6.7
C00B,2018,5,5.9
C00B,2018,6,5.6
C00B,2018,7,5.7
C00B,2018,8,5.4
C00B,2018,9,4.8
C00B,2018,10,5.9
C00B,2018,11,9.0
C00B,2018,12,6.0
C020,2018,1,9.7
C020,2018,2,10.8
C020,2018,3,15.5
C020,2018,4,12.8
C020,2018,5,7.0
C020,2018,6,7.2
C020,2018,7,6.7
C020,2018,8,6.6
C020,2018,9,6.8
C020,2018,10,9.2
C020,2018,11,11.1
C020,2018,12,7.6
C070,2018,6,20.0
C070,2018,7,19.7
C070,2018,8,21.7
C070,2018,9,21.8
C070,2018,10,26.7
C070,2018,11,31.0
C070,2018,12,28.6
C050,2018,1,10.9
C050,2018,2,9.8
C050,2018,3,15.8
C050,2018,4,10.1
C050,2018,5,8.7
C050,2018,6,8.3
C050,2018,7,8.7
C050,2018,8,9.1
C050,2018,9,7.8
C050,2018,10,8.7
C050,2018,11,10.0
C050,2018,12,9.1
C061,2018,1,19.3
C061,2018,2,14.0
C061,2018,3,21.6
C061,2018,4,12.7
C061,2018,5,7.3
C061,2018,6,7.2
C061,2018,7,6.1
C061,2018,8,6.1
C061,2018,9,6.8
C061,2018,10,11.7
C061,2018,11,21.1
C061,2018,12,19.9
C032,2018,1,4.1
C032,2018,2,4.6
C032,2018,3,7.1
C032,2018,4,5.0
C032,2018,5,4.4
C032,2018,6,4.4
C032,2018,7,4.4
C032,2018,8,3.9
C032,2018,9,4.4
C032,2018,10,4.6
C032,2018,11,5.2
C032,2018,12,3.6
C002,2018,1,5.0
C002,2018,2,5.0
C002,2018,3,7.6
C002,2018,4,5.4
C002,2018,5,4.9
C002,2018,6,4.6
C002,2018,7,4.1
C002,2018,8,4.1
C002,2018,9,3.7
C002,2018,10,4.2
C002,2018,11,4.3
C002,2018,12,4.2
C069,2018,1,14.6
C069,2018,2,14.2
C069,2018,3,18.4
C069,2018,4,11.4
C069,2018,5,9.0
C069,2018,6,8.6
C069,2018,7,8.5
C069,2018,8,8.2
C069,2018,9,7.8
C069,2018,10,11.4
C069,2018,11,12.8
C069,2018,12,11.8
C065,2018,1,18.8
C065,2018,2,18.5
C065,2018,3,27.1
C065,2018,4,15.9
C065,2018,5,10.0
C065,2018,6,10.1
C065,2018,7,8.3
C065,2018,8,9.5
C065,2018,9,8.6
C065,2018,10,15.0
C065,2018,11,20.7
C065,2018,12,16.5
C003,2018,1,5.8
C003,2018,2,5.8
C003,2018,3,9.9
C003,2018,4,7.2
C003,2018,5,5.5
C003,2018,6,5.6
C003,2018,7,5.1
C003,2018,8,5.2
C003,2018,9,5.0
C003,2018,10,6.2
C003,2018,11,6.9
C003,2018,12,5.3
C039,2018,1,12.2
C039,2018,2,10.9
C039,2018,3,15.9
C039,2018,4,11.5
C039,2018,5,9.6
C039,2018,6,9.5
C039,2018,7,9.0
C039,2018,8,9.8
C039,2018,9,8.9
C039,2018,10,10.4
C039,2018,11,12.7
C039,2018,12,13.0
C075,2018,1,5.6
C075,2018,2,5.4
C075,2018,3,8.6
C075,2018,4,5.7
C075,2018,5,4.8
C075,2018,6,5.0
C075,2018,7,4.6
C075,2018,8,4.5
C075,2018,9,4.0
C075,2018,10,5.2
C075,2018,11,5.9
C075,2018,12,4.5
C038,2018,1,7.8
C038,2018,2,7.0
C038,2018,3,11.7
C038,2018,4,7.8
C038,2018,5,6.5
C038,2018,6,6.5
C038,2018,7,5.9
C038,2018,8,6.0
C038,2018,9,5.5
C038,2018,10,6.8
C038,2018,11,8.9
C038,2018,12,7.2
C033,2018,1,7.3
C033,2018,2,6.9
C033,2018,3,12.1
C033,2018,4,10.0
C033,2018,5,6.1
C033,2018,6,5.3
C033,2018,8,5.4
C033,2018,9,6.2
C033,2018,10,7.2
C033,2018,11,9.9
C033,2018,12,8.1
C036,2018,1,7.9
C036,2018,2,8.6
C036,2018,3,13.3
C036,2018,4,10.7
C036,2018,5,8.3
C036,2018,6,8.6
C036,2018,7,7.6
C036,2018,8,7.2
C036,2018,9,7.0
C036,2018,10,8.5
C036,2018,11,9.3
C036,2018,12,7.0
C045,2018,2,23.8
C045,2018,3,30.9
C045,2018,4,21.4
C045,2018,5,15.0
C045,2018,6,13.2
C045,2018,7,13.8
C045,2018,8,13.5
C045,2018,9,14.7
C045,2018,10,21.8
C045,2018,11,29.3
C045,2018,12,26.7
C019,2018,2,29.5
C019,2018,3,42.0
C019,2018,4,26.4
C019,2018,5,18.5
C019,2018,6,20.0
C019,2018,7,17.4
C019,2018,8,18.3
C019,2018,9,18.8
C019,2018,10,26.3
C019,2018,11,33.2
C019,2018,12,31.9
C057,2018,1,7.7
C057,2018,2,7.8
C057,2018,3,12.9
C057,2018,4,8.6
C057,2018,5,6.8
C057,2018,6,6.7
C057,2018,7,5.8
C057,2018,8,5.4
C057,2018,9,5.2
C057,2018,10,6.9
C057,2018,11,7.6
C057,2018,12,6.6
C046,2018,3,38.1
C046,2018,4,29.3
C046,2018,5,19.3
C046,2018,6,19.0
C046,2018,7,16.4
C046,2018,8,19.6
C046,2018,9,20.0
C046,2018,10,29.7
C046,2018,11,35.5
C046,2018,12,29.6
C059,2018,1,9.6
C059,2018,2,8.2
C059,2018,3,14.3
C059,2018,4,8.5
C059,2018,5,5.6
C059,2018,6,5.5
C059,2018,7,5.6
C059,2018,8,5.4
C059,2018,9,4.6
C059,2018,10,7.0
C059,2018,11,10.6
C059,2018,12,10.0
C072,2018,1,30.6
C072,2018,2,22.0
C072,2018,3,36.5
C072,2018,4,25.7
C072,2018,5,14.3
C072,2018,6,14.1
C072,2018,7,13.9
C072,2018,8,14.2
C072,2018,9,17.1
C072,2018,10,22.5
C072,2018,11,34.1
C072,2018,12,32.9
C0B4,2018,1,4.9
C0B4,2018,2,4.9
C0B4,2018,3,6.8
C0B4,2018,4,5.5
C0B4,2018,5,5.0
C0B4,2018,6,4.5
C0B4,2018,7,4.6
C0B4,2018,8,4.6
C0B4,2018,9,5.1
C0B4,2018,10,4.4
C0B4,2018,11,5.5
C0B4,2018,12,5.3
C054,2018,1,5.2
C054,2018,2,7.2
C054,2018,3,7.7
C054,2018,4,6.6
C054,2018,5,6.1
C054,2018,6,6.0
C054,2018,7,6.0
C054,2018,8,5.5
C054,2018,9,4.8
C054,2018,10,6.1
C054,2018,11,5.8
C054,2018,12,5.8
C042,2018,1,21.4
C042,2018,2,21.0
C042,2018,3,27.0
C042,2018,4,16.7
C042,2018,5,14.1
C042,2018,6,13.9
C042,2018,7,12.9
C042,2018,8,14.4
C042,2018,9,12.1
C042,2018,10,18.3
C042,2018,11,19.7
C042,2018,12,18.3
C0C3,2018,1,4.6
C0C3,2018,2,5.2
C0C3,2018,3,8.3
C0C3,2018,4,6.7
C0C3,2018,5,6.4
C0C3,2018,6,6.6
C0C3,2018,7,6.3
C0C3,2018,8,6.2
C0C3,2018,9,6.5
C0C3,2018,10,5.4
C0C3,2018,11,6.5
C0C3,2018,12,4.1
C066,2018,1,26.4
C066,2018,2,22.2
C066,2018,3,31.2
C066,2018,4,21.1
C066,2018,5,14.7
C066,2018,6,13.2
C066,2018,7,12.7
C066,2018,8,12.8
C066,2018,9,14.9
C066,2018,10,20.5
C066,2018,11,28.4
C066,2018,12,27.0
C022,2018,1,11.1
C022,2018,2,11.2
C022,2018,3,13.9
C022,2018,4,12.0
C022,2018,5,6.4
C022,2018,6,5.7
C022,2018,7,4.9
C022,2018,8,5.2
C022,2018,9,6.5
C022,2018,10,9.1
C022,2018,11,13.6
C022,2018,12,12.1
C037,2018,1,10.6
C037,2018,2,9.4
C037,2018,3,14.2
C037,2018,4,10.1
C037,2018,5,8.7
C037,2018,6,8.1
C037,2018,7,7.8
C037,2018,8,7.3
C037,2018,9,7.7
C037,2018,10,8.8
C037,2018,11,11.2
C037,2018,12,11.2
C023,2018,1,6.1
C023,2018,2,6.7
C023,2018,3,9.9
C023,2018,4,7.2
C023,2018,5,5.5
C023,2018,6,5.3
C023,2018,7,5.3
C023,2018,8,4.9
C023,2018,9,5.0
C023,2018,10,5.9
C023,2018,11,6.6
C023,2018,12,5.9
C026,2018,1,5.2
C026,2018,4,8.5
C026,2018,5,5.7
C026,2018,6,5.4
C026,2018,7,5.4
C026,2018,8,4.7
C026,2018,9,5.0
C026,2018,10,6.7
C026,2018,11,8.8
C026,2018,12,5.1
C058,2018,1,9.2
C058,2018,2,10.1
C058,2018,3,14.1
C058,2018,4,11.6
C058,2018,5,7.1
C058,2018,6,7.6
C058,2018,7,6.1
C058,2018,8,6.0
C058,2018,9,6.3
C058,2018,10,9.6
C058,2018,11,12.0
C058,2018,12,8.1
C018,2018,1,15.9
C018,2018,2,14.9
C018,2018,3,17.5
C018,2018,4,11.2
C018,2018,5,12.0
C018,2018,6,10.9
C018,2018,7,10.3
C018,2018,8,10.8
C018,2018,9,8.7
C018,2018,11,10.7
C018,2018,12,12.2
C071,2018,1,28.1
C071,2018,2,22.5
C071,2018,3,33.6
C071,2018,4,24.2
C071,2018,5,15.6
C071,2018,6,17.1
C071,2018,7,14.4
C071,2018,8,14.8
C071,2018,9,15.1
C071,2018,10,19.8
C071,2018,11,25.5
C071,2018,12,21.3
C0EC,2018,1,7.1
C0EC,2018,2,6.7
C0EC,2018,3,8.4
C0EC,2018,4,6.9
C0EC,2018,5,4.8
C0EC,2018,6,4.7
C0EC,2018,7,4.8
C0EC,2018,8,4.9
C0EC,2018,9,4.8
C0EC,2018,10,5.1
C0EC,2018,11,7.5
C0EC,2018,12,7.4
C017,2018,1,10.5
C017,2018,2,10.0
C017,2018,3,12.3
C017,2018,4,9.6
C017,2018,5,7.9
C017,2018,6,8.0
C017,2018,7,7.5
C017,2018,8,7.6
C017,2018,9,7.0
C017,2018,10,7.8
C017,2018,11,8.5
C017,2018,12,9.5
C043,2018,1,5.3
C043,2018,2,5.0
C043,2018,3,10.7
C043,2018,4,7.4
C043,2018,5,4.7
C043,2018,6,5.3
C043,2018,7,5.0
C043,2018,8,4.8
C043,2018,9,4.8
C043,2018,10,5.3
C043,2018,11,7.3
C043,2018,12,4.6
C007,2018,1,14.1
C007,2018,2,15.7
C007,2018,3,18.2
C007,2018,4,14.7
C007,2018,5,11.0
C007,2018,6,11.2
C007,2018,7,10.3
C007,2018,8,10.8
C007,2018,9,9.6
C007,2018,10,12.3
C007,2018,11,13.3
C007,2018,12,13.0
C064,2018,1,16.0
C064,2018,2,18.2
C064,2018,3,20.0
C064,2018,4,13.9
C064,2018,5,11.6
C064,2018,6,10.6
C064,2018,7,10.9
C064,2018,8,10.8
C064,2018,9,10.4
C064,2018,10,13.5
C064,2018,11,13.7
C064,2018,12,13.6
C028,2018,1,10.3
C028,2018,2,10.8
C028,2018,3,14.7
C028,2018,4,10.7
C028,2018,5,6.5
C028,2018,6,6.1
C028,2018,7,5.2
C028,2018,8,5.3
C028,2018,9,6.0
C028,2018,10,7.9
C028,2018,11,12.7
C028,2018,12,10.8
C029,2018,1,10.8
C029,2018,2,10.0
C029,2018,3,13.7
C029,2018,4,10.5
C029,2018,5,6.1
C029,2018,6,5.3
C029,2018,7,4.9
C029,2018,8,4.8
C029,2018,9,5.7
C029,2018,10,8.0
C029,2018,11,11.2
C029,2018,12,11.6
C056,2019,1,8.4
C056,2019,2,8.2
C056,2019,3,9.1
C056,2019,4,8.6
C056,2019,5,8.2
C056,2019,6,7.4
C056,2019,7,6.7
C056,2019,8,6.4
C056,2019,9,6.7
C056,2019,10,6.8
C056,2019,11,11.7
C056,2019,12,8.7
C035,2019,1,6.4
C035,2019,2,6.9
C035,2019,3,7.3
C035,2019,4,7.4
C035,2019,5,6.7
C035,2019,6,7.0
C035,2019,7,6.5
C035,2019,8,6.1
C035,2019,9,5.5
C035,2019,10,5.4
C035,2019,11,7.0
C035,2019,12,7.5
C016,2019,1,9.0
C016,2019,2,7.2
C016,2019,3,9.6
C016,2019,4,9.0
C016,2019,5,9.8
C016,2019,6,9.8
C016,2019,7,9.3
C016,2019,8,8.8
C016,2019,9,8.0
C016,2019,10,7.6
C016,2019,11,10.8
C016,2019,12,9.3
C025,2019,1,19.0
C025,2019,2,19.4
C025,2019,3,18.0
C025,2019,4,17.6
C025,2019,5,17.1
C025,2019,6,17.2
C025,2019,7,16.2
C025,2019,8,14.9
C025,2019,9,15.1
C025,2019,10,16.3
C025,2019,11,19.6
C025,2019,12,20.7
C034,2019,1,5.2
C034,2019,2,5.8
C034,2019,3,6.6
C034,2019,4,6.5
C034,2019,5,6.5
C034,2019,6,6.5
C034,2019,7,5.5
C034,2019,8,5.4
C034,2019,9,5.5
C034,2019,10,5.1
C034,2019,11,6.8
C034,2019,12,5.7
C0AA,2019,1,10.2
C0AA,2019,2,9.2
C0AA,2019,3,10.1
C0AA,2019,4,10.2
C0AA,2019,5,9.9
C0AA,2019,6,9.7
C0AA,2019,7,9.0
C0AA,2019,8,8.0
C0AA,2019,9,8.4
C0AA,2019,10,8.7
C0AA,2019,11,11.8
C0AA,2019,12,10.1
C067,2019,1,5.4
C067,2019,2,8.3
C067,2019,3,8.0
C067,2019,4,7.5
C067,2019,5,6.2
C067,2019,6,6.8
C067,2019,7,6.2
C067,2019,8,6.4
C067,2019,9,6.3
C067,2019,10,6.3
C067,2019,11,7.2
C067,2019,12,8.4
C040,2019,1,9.0
C040,2019,2,6.8
C040,2019,3,9.3
C040,2019,4,9.6
C040,2019,5,9.6
C040,2019,6,10.4
C040,2019,7,9.4
C040,2019,8,9.4
C040,2019,9,8.6
C040,2019,10,8.3
C040,2019,11,12.2
C040,2019,12,9.5
C048,2019,1,22.6
C048,2019,2,18.4
C048,2019,3,19.0
C048,2019,4,16.4
C048,2019,5,16.5
C048,2019,6,14.3
C048,2019,7,13.3
C048,2019,8,13.1
C048,2019,9,14.8
C048,2019,10,17.3
C048,2019,11,25.3
C048,2019,12,21.9
C068,2019,1,12.1
C068,2019,2,13.9
C068,2019,3,12.6
C068,2019,4,14.6
C068,2019,5,12.5
C068,2019,6,15.9
C068,2019,7,15.0
C068,2019,8,14.4
C068,2019,9,12.3
C068,2019,10,12.4
C068,2019,11,15.5
C068,2019,12,13.6
C024,2019,1,14.4
C024,2019,2,13.9
C024,2019,3,13.2
C024,2019,4,14.1
C024,2019,5,12.8
C024,2019,6,13.7
C024,2019,7,10.8
C024,2019,8,10.1
C024,2019,9,10.9
C024,2019,10,12.0
C024,2019,11,19.9
C024,2019,12,15.1
C00A,2019,1,14.3
C00A,2019,2,12.0
C00A,2019,3,10.7
C00A,2019,4,11.3
C00A,2019,5,10.7
C00A,2019,6,11.4
C00A,2019,7,10.9
C00A,2019,8,9.4
C00A,2019,9,9.1
C00A,2019,10,9.3
C00A,2019,11,14.3
C00A,2019,12,11.7
C047,2019,1,23.9
C047,2019,2,22.3
C047,2019,3,21.1
C047,2019,4,19.3
C047,2019,5,18.8
C047,2019,6,19.0
C047,2019,7,16.1
C047,2019,8,14.9
C047,2019,9,18.7
C047,2019,10,20.4
C047,2019,11,29.2
C047,2019,12,24.0
C031,2019,1,17.3
C031,2019,2,12.9
C031,2019,3,13.6
C031,2019,4,14.0
C031,2019,5,14.3
C031,2019,6,14.6
C031,2019,7,13.4
C031,2019,8,12.0
C031,2019,9,12.1
C031,2019,10,12.0
C031,2019,11,17.3
C031,2019,12,15.3
C041,2019,1,9.9
C041,2019,2,10.0
C041,2019,3,9.5
C041,2019,4,10.9
C041,2019,5,8.3
C041,2019,6,9.6
C041,2019,7,7.0
C041,2019,8,6.3
C041,2019,9,7.2
C041,2019,10,7.9
C041,2019,11,13.4
C041,2019,12,10.8
C060,2019,1,13.0
C060,2019,2,13.7
C060,2019,3,11.9
C060,2019,4,12.8
C060,2019,5,9.7
C060,2019,6,11.2
C060,2019,7,7.7
C060,2019,8,7.2
C060,2019,9,8.2
C060,2019,10,9.9
C060,2019,11,16.2
C060,2019,12,14.5
C021,2019,1,19.7
C021,2019,2,16.2
C021,2019,3,17.1
C021,2019,4,16.2
C021,2019,5,16.9
C021,2019,6,15.2
C021,2019,7,12.9
C021,2019,8,12.0
C021,2019,9,13.7
C021,2019,10,14.4
C021,2019,11,22.4
C021,2019,12,17.2
C030,2019,1,8.8
C030,2019,2,7.3
C030,2019,3,8.6
C030,2019,4,8.3
C030,2019,5,8.3
C030,2019,6,7.9
C030,2019,7,7.7
C030,2019,8,7.1
C030,2019,9,7.6
C030,2019,10,7.3
C030,2019,11,10.6
C030,2019,12,8.2
C051,2019,1,4.8
C051,2019,2,6.8
C051,2019,3,7.1
C051,2019,4,7.0
C051,2019,5,6.1
C051,2019,6,6.7
C051,2019,7,5.9
C051,2019,8,5.6
C051,2019,9,5.8
C051,2019,10,6.4
C051,2019,11,7.3
C051,2019,12,7.0
C00B,2019,1,5.8
C00B,2019,2,5.3
C00B,2019,3,7.5
C00B,2019,4,7.4
C00B,2019,5,7.8
C00B,2019,6,6.6
C00B,2019,7,6.0
C00B,2019,8,6.4
C00B,2019,9,6.2
C00B,2019,10,6.7
C00B,2019,11,11.1
C00B,2019,12,8.1
C020,2019,1,9.7
C020,2019,2,9.4
C020,2019,3,9.6
C020,2019,4,10.4
C020,2019,5,9.1
C020,2019,6,9.5
C020,2019,7,8.2
C020,2019,8,6.9
C020,2019,9,7.8
C020,2019,10,8.6
C020,2019,11,13.0
C020,2019,12,10.8
C070,2019,1,27.3
C070,2019,2,27.0
C070,2019,3,26.4
C070,2019,4,24.0
C070,2019,5,23.6
C070,2019,6,24.9
C070,2019,7,23.7
C070,2019,8,21.9
C070,2019,9,24.0
C070,2019,10,26.6
C070,2019,11,33.0
C070,2019,12,29.1
C050,2019,1,8.6
C050,2019,2,8.3
C050,2019,3,10.4
C050,2019,4,9.9
C050,2019,5,10.6
C050,2019,6,10.1
C050,2019,7,10.0
C050,2019,8,9.8
C050,2019,9,9.0
C050,2019,10,9.6
C050,2019,11,13.1
